id,tweets,likes,retweets,Tweet_Score,time,followers,friends,User_Score,location,key_word,inclakeontario
1.46608E+18,Do you enjoy being in a customer facing environment and being part of a team? Volunteer with us as a Welcome Host this festive season! A great opportunity to engage with our visitors whilst learning about London Transport's history. Apply by 7 December  https://t.co/YkQKuwPmDt,1,0,1,12/1/2021 16:30,36718,995,38708,London,volunteer+litter+Ontario,0
1.46608E+18,Take part in the Environmentally Endangered Lands Program cleanup event Dec. 11 at Florida City Pineland. You can register to volunteer at: https://t.co/Mt610vIF4S https://t.co/TRVqrFjjVd,0,0,0,12/1/2021 16:02,824,537,1898,"Miami, FL",volunteer+litter+Ontario,0
1.46606E+18,"We’re hiring an Office and Volunteer Manager. If you enjoy ensuring a smoothly run working environment and have sound experience in a PA/Office Manager role, we’d like to hear from you. Apply today &gt; https://t.co/6AfA24F7zi
#charityjobs https://t.co/XJO2GqWZjx",8,2,12,12/1/2021 15:14,12096,792,13680,Wales | Cymru,volunteer+litter+Ontario,0
1.46604E+18,RT @ffxgreen: Do you love interacting with people? Are you comfortable sharing information with others informally or via formal presentatio…,0,1,2,12/1/2021 13:25,987,504,1995,,volunteer+litter+Ontario,0
1.466E+18,"Sessions for this program happen once a week, on Saturdays between 3pm - 5pm. Do let us know if you can volunteer and help provide the right environment for these children

#wearecreatingfutures #lifeskills #ngo  #volunteer #togetherwecan #makeadifference #csr #csrinitiative",0,0,0,12/1/2021 10:51,122,85,292,Bangalore,volunteer+litter+Ontario,0
1.46597E+18,How one woman escaped the rat race and went off to Africa to volunteer on environmental projects https://t.co/rrg6MpSvbJ #environment #volunteering #Africa,0,0,0,12/1/2021 9:18,13598,14596,42790,South East,volunteer+litter+Ontario,0
1.46597E+18,Thinking about other environmental projects with child engagement at St Nick’s Environment Centre and adult support involvement in Converge at YSJ where I volunteer. ( engagement in community) wider/ broader collective action and POWER in numbers for action.,0,0,0,12/1/2021 9:14,3,108,219,"York, England",volunteer+litter+Ontario,0
1.46597E+18,"Please volunteer yourself and plant trees I 🇸🇸
We more and more trees... We need Oxygen... We need healthy environment...",0,0,0,12/1/2021 8:56,134,365,864,,volunteer+litter+Ontario,0
1.46584E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,10,12/1/2021 0:18,57,385,827,Seattle,volunteer+litter+Ontario,0
1.46584E+18,"If the environment needs my sperm, I'm happy to volunteer https://t.co/GYP3l6x0rW",1,0,1,12/1/2021 0:09,643,229,1101,,volunteer+litter+Ontario,0
1.46583E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/30/2021 23:59,4312,4988,14288,Staying Global,volunteer+litter+Ontario,0
1.46583E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/30/2021 23:50,6865,7219,21303,"London, England",volunteer+litter+Ontario,0
1.4658E+18,"@inderasakti_kl Sadly, we hv nvr been instilled in our hearts 2 care for d environment/mother nature in general incl 2 hv the hearts for the abandoned strays. I don’t remember growing up continuously getting the opportunity to “volunteer” via schs a",1,0,1,11/30/2021 21:42,27,124,275,,volunteer+litter+Ontario,0
1.46579E+18,Do you love interacting with people? Are you comfortable sharing information with others informally or via formal presentations? You are meant to be a #HomeWise volunteer! Learn more and apply by Dec. 10: https://t.co/V8XyXmGEFP https://t.co/Na4mvryxUw,1,1,3,11/30/2021 21:00,451,100,651,"Fairfax County, Virginia",volunteer+litter+Ontario,0
1.46576E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,10,11/30/2021 19:00,1887,3326,8539,"Greater Seattle metro area, WA",volunteer+litter+Ontario,0
1.46575E+18,"RT @LordshipHub: Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make…",0,1,2,11/30/2021 18:11,750,1313,3376,"Tottenham, London",volunteer+litter+Ontario,0
1.46574E+18,"Get off, get outside, hug a tree, volunteer to help others, get involved IRL with saving the environment. 

Generation Z Is Forging Healthy #SocialMedia Practices for the Benefit of All https://t.co/ODKrzKya1S #politics",3,0,3,11/30/2021 17:58,2354,2710,7774,,volunteer+litter+Ontario,0
1.46574E+18,"Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make friends and build confidence? Call, email or drop in to Lordship Hub in Lordship Rec, N17 6NU to see what opportunities are there for you.
#volunteering https://t.co/dpyEF94U9p",1,1,3,11/30/2021 17:48,2178,812,3802,"Tottenham, London",volunteer+litter+Ontario,0
1.46572E+18,RT @megaphone_news: Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefi…,0,2,4,11/30/2021 16:34,145,272,689,Lofty mountains,volunteer+litter+Ontario,0
1.46571E+18,"Today is #GivingTuesday! Come join us in giving back at https://t.co/UOod4d3X9A.

As a 100% volunteer-run organization, whether you donate to fund our mission, donate your time as a volunteer, or donate your voice to help share our platform, we thank you! #Nonprofit #Environment",0,0,0,11/30/2021 16:04,42,187,416,,volunteer+litter+Ontario,0
1.46571E+18,RT @IrisMerka: Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz…,0,1,2,11/30/2021 16:04,184,533,1250,"Helsinki, Finland ",volunteer+litter+Ontario,0
1.46571E+18,"For a nice #timelinecleanser, a story from here in #Chicago about someone taking real action to improve our environment. #AHotMess #environmentawareness    https://t.co/vKYvRG0D2f",1,0,1,11/30/2021 16:00,1068,1624,4316,Chicago,volunteer+litter+Ontario,0
1.4657E+18,"Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefighter with the #civildefense suffered from burns as he attempted to put them out, 
./1
 #Fires #Forest #Environment #Lebanon https://t.co/7sdn9xV7kj",2,2,6,11/30/2021 15:27,27507,52,27611,Lebanon,volunteer+litter+Ontario,0
1.46566E+18,"International Volunteer Day, on 03 December, 2021

-VOLUNTEERISM AND ENVIRONMENT-
AN EXPERIENTIAL ACTION
AT THE MEDITERRANEAN SUBURBAN ENVIRONMENTAL PARK, CIHEAM-MAICh

Α joint cooperation activity among the Municipality of Chania, the Forestry Directorate, and CIHEAM-MAICh. https://t.co/XfvfDdVUSc",2,0,2,11/30/2021 12:16,26,7,40,Greece,volunteer+litter+Ontario,0
1.46565E+18,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,4,11/30/2021 12:01,1841,4119,10079,"Denver, CO",volunteer+litter+Ontario,0
1.46565E+18,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,4,11/30/2021 12:00,1058,4539,10136,Antarctica,volunteer+litter+Ontario,0
1.46565E+18,"Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a targeted job description to creating a safe environment for #volunteering, check out our top tips on recruiting a volunteer here 👇

https://t.co/9aZNyib7GW https://t.co/2WxztY4SYI",1,2,5,11/30/2021 12:00,522,313,1148,Stockport,volunteer+litter+Ontario,0
1.46564E+18,"PLANT TREES: 🌳

Would you like to make a difference in the local community &amp; help the environment? Volunteer to plant 120 trees on The Sands.

Sat 4th Dec, 1.00pm-2.30pm.

Contact Mr Bains for info.

https://t.co/70XRW4kSTj

#PlantForOurFuture #NationalTreeWeek @TheTreeCouncil https://t.co/J7kVjwejKE",0,0,0,11/30/2021 11:07,3427,400,4227,Durham,volunteer+litter+Ontario,0
1.46561E+18,The active community volunteer with the National Environment Agency (NEA) adds: “It’s important for a small group to lead and show the way. https://t.co/Ar59wQTzIi via @stcom #Retailer #Coronavirus,0,0,0,11/30/2021 9:09,152,102,356,Singapore,volunteer+litter+Ontario,0
1.46561E+18,"@LeedsBeckMArch ArchitectureOpenLecture series

Jane is sustainability advisor on @warwickuni Estate &amp; Environment Committee.
As a masterplanner and volunteer, she advises the @Nat_Mem_Arb, in South Staff, on their young arboretum.

https://t.co/bMIzy",0,0,0,11/30/2021 9:00,296,384,1064,Leeds Beckett University,volunteer+litter+Ontario,0
1.4656E+18,"Looking to get back on your bike? Check our https://t.co/CDnwr5qPHD has great volunteer led rides for all abilities.

There's regular rides at @LiveItHull closed cycle circuit at Ennerdale Leisure Centre! So you can build up your road confidence in a traffic free environment https://t.co/ofK2pVbNGj",0,0,0,11/30/2021 8:53,316,151,618,,volunteer+litter+Ontario,0
1.4656E+18,Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz #volunteer https://t.co/1zvDFW7LeJ,6,1,8,11/30/2021 8:48,10,24,58,,volunteer+litter+Ontario,0
1.46552E+18,"RT @ValleyChange: Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along…",0,2,4,11/30/2021 3:03,13860,6174,26208,,volunteer+litter+Ontario,0
1.46549E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,10,11/30/2021 1:11,220,1060,2340,"Seattle, WA",volunteer+litter+Ontario,0
1.46549E+18,"Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along. 

#BlackLivesMatter #Community #Cleanup #Earth🌍 #Volunteer #Nature #SanFernandoValley #ShowUpShowOut #Environment https://t.co/OhHfepQjlK",3,2,7,11/30/2021 1:04,537,96,729,,volunteer+litter+Ontario,0
1.46549E+18,"Governor Laura Kelly has announced Janet Stanek as the new Secretary for the Kansas Department of Health and Environment (KDHE). Janet serves as a volunteer on our Board of Directors. Congratulations, Janet! https://t.co/Bk1hCA60A2",0,0,0,11/30/2021 1:00,338,176,690,Kansas,volunteer+litter+Ontario,0
1.4654E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,10,11/29/2021 19:10,29,44,117,"Seattle, WA",volunteer+litter+Ontario,0
1.46537E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,10,11/29/2021 17:14,25769,1134,28037,"King County, WA",volunteer+litter+Ontario,0
1.46537E+18,It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Program is working to get in the ground. 🌱 But they can't do it without volunteers like you. 👷‍♀️ Check out upcoming events &amp; sign up today 👉 https://t.co/x2weH6g54Q https://t.co/npI2vsZOAT,6,5,16,11/29/2021 17:02,4460,1120,6700,"King County, WA",volunteer+litter+Ontario,0
1.46536E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/29/2021 16:54,2519,2994,8507,,volunteer+litter+Ontario,0
1.46536E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/29/2021 16:53,5946,2026,9998,"ÜT: 43.7979443,-79.4292462",volunteer+litter+Ontario,0
1.46535E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/29/2021 16:02,28098,9581,47260,Worldwide! 🇺🇸🌍,volunteer+litter+Ontario,0
1.46535E+18,"im literally so silly, anyways back to being better 😁, i want to volunteer, help the environment , and do more school work cause it’s good for the brain apparently",1,0,1,11/29/2021 15:44,2,36,74,,volunteer+litter+Ontario,0
1.46534E+18,@OdedRechavi I actually think I'll volunteer to talk about this at some of the courses at my Uni. I've read so much about this that it would be useful to share the info in a productive environment rather than argue with people on twitter 😅,1,0,1,11/29/2021 15:16,6681,6512,19705,"New York, USA",volunteer+litter+Ontario,0
1.46532E+18,@hugoburge Oh no Hugo ☹️ If you need any volunteers for tree planting in the future let us know. Team here gets a volunteer day a year and they're very passionate about the environment.🌳,1,0,1,11/29/2021 14:17,3366,2054,7474,London,volunteer+litter+Ontario,0
1.46531E+18,@elonmusk Hello.  I am a volunteer on a Economic Corridor Task Force for the govt of Alberta. team is investigating tech that will reduce impacts on the environment/underground corridors for energy products AND autonomous haul trucks that can use roadway,0,0,0,11/29/2021 13:09,1061,2896,6853,Alberta,volunteer+litter+Ontario,0
1.4653E+18,RT @hulimavulake: You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clea…,0,1,2,11/29/2021 12:47,78,66,210,Bengaluru,volunteer+litter+Ontario,0
1.4653E+18,I just want to volunteer and try English teaching in a familiar environment before I commit to moving 6000 miles across the globe to do it u no?,0,0,0,11/29/2021 12:35,19,41,101,"York, England",volunteer+litter+Ontario,0
1.46528E+18,RT @Bananahamarama: @olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have…,0,1,2,11/29/2021 11:27,77,214,505,iPhone,volunteer+litter+Ontario,0
1.46528E+18,"@olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have been absolutely supportive, because what else can you do?!? At least in our environment, this person is getting support that they can't ",1,1,3,11/29/2021 11:19,141,479,1099,"Dallas, TX",volunteer+litter+Ontario,0
1.46527E+18,"RT @Thames21: Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer…",0,1,2,11/29/2021 10:53,14348,15782,45912,"Hackney Wick, east London, UK",volunteer+litter+Ontario,0
1.46527E+18,"Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer Engagement Officer) and Josh Hammond (Evidence Officer) to our team.
https://t.co/bP3myMi71w
#newhires #RiverThames #eels #environment #climate https://t.co/eUjyHZS5V4",8,1,10,11/29/2021 10:42,10972,4074,19120,London,volunteer+litter+Ontario,0
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/29/2021 9:40,6044,4950,15944,Sheffield,volunteer+litter+Ontario,0
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/29/2021 9:39,2628,1045,4718,"Brighton, England",volunteer+litter+Ontario,0
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/29/2021 9:06,222,1551,3324,,volunteer+litter+Ontario,0
1.46524E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/29/2021 8:45,16586,3684,23954,UK,volunteer+litter+Ontario,0
1.46521E+18,"You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clean environment! #SundayMotivation
 @NammaBengaluroo
@citizenmatters  @TrustBangalore @BSBommai @CMofKarnataka  @EduMinOfIndia  @timesofindia @BGSSCHOOL https://t.co/BoyqVdQqCi",3,1,5,11/29/2021 6:52,77,19,115,Hulimavu,volunteer+litter+Ontario,0
1.46509E+18,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,4,11/28/2021 22:37,1735,667,3069,,volunteer+litter+Ontario,0
1.46508E+18,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,4,11/28/2021 22:25,146,217,580,,volunteer+litter+Ontario,0
1.46502E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/28/2021 18:15,638,1432,3502,,volunteer+litter+Ontario,0
1.46502E+18,"HomeWise is all about helping Fairfax County residents save money on their utility bills. Over the past month, we've given away 1000 LED bulbs and hundreds of other items to help residents save #energy and #water at home. Learn more about our activities: https://t.co/V8XyXmGEFP https://t.co/WLAWNWbDBm",1,0,1,11/28/2021 18:00,451,100,651,"Fairfax County, Virginia",volunteer+litter+Ontario,0
1.46499E+18,"RT @WeMeanToClean: We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #V…",0,2,4,11/28/2021 16:01,22608,6678,35964,"Kampala, Uganda",volunteer+litter+Ontario,0
1.46499E+18,Regional Volunteer Manager (Central) - Central - CHARITY PEOPLE https://t.co/76vZjqQo1b,0,0,0,11/28/2021 15:55,2355,5,2365,UK,volunteer+litter+Ontario,0
1.46498E+18,"**false accusation example**

AG was fired bcoz of being so toxic and caused cn team staff to resign

our community manager and support and volunteer said otherwise. Screenshots and translations attached below

in the fulltime groups, environment was friendly and supportive❤️",9,0,9,11/28/2021 15:42,2583,650,3883,,volunteer+litter+Ontario,0
1.46498E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 15:42,2332,3938,10208,Earth,volunteer+litter+Ontario,0
1.46498E+18,"RT @WeMeanToClean: We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #V…",0,2,4,11/28/2021 15:39,4195,4910,14015,MIT Earth & Atmospher & 🇺🇳,volunteer+litter+Ontario,0
1.46498E+18,"We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #Volunteer #Volunteering #Shramdaan #Delhi #Cleanup #CleanupDrive #SwachhataHiSeva #Afforestation #ClimateAction #WMTCBlog https://t.co/dF31ATGvHy",6,2,10,11/28/2021 15:35,2264,107,2478,"New Delhi, Delhi",volunteer+litter+Ontario,0
1.46497E+18,@b_dechambeau @BKoepka Perhaps many of us did not know $3M went to charity as opposed to all proceeds going to participants. Could always use just a small bit of help for my local high school volunteer P A gig to be able to provide a better sports environ,0,0,0,11/28/2021 14:49,16,73,162,"North Carolina, USA",volunteer+litter+Ontario,0
1.46497E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 14:33,5318,5692,16702,"Tucson, AZ",volunteer+litter+Ontario,0
1.46495E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 13:43,3120,724,4568,"Kampala, Uganda",volunteer+litter+Ontario,0
1.46495E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 13:43,2461,4634,11729,,volunteer+litter+Ontario,0
1.46495E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 13:29,552,372,1296,,volunteer+litter+Ontario,0
1.46494E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 13:09,272,372,1016,,volunteer+litter+Ontario,0
1.46494E+18,"RT @CleanUpTadworth: ThankYou to our @DofE #litterpicking #volunteer out cleaning up in #lowerKingswood 

#LoveWhereYouLive🌺🍂
#youngpeople…",0,7,14,11/28/2021 13:02,5338,9,5356,www.plasticsimpact@gmail.com,volunteer+litter+Ontario,0
1.46494E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,24,11/28/2021 12:50,85117,82896,250909,www.5calls.org,volunteer+litter+Ontario,0
1.46493E+18,"Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if you can.
#climatecrisis #demsabroad #noplanetB #environment https://t.co/rn03qJzdc6",5,12,29,11/28/2021 12:20,1769,2288,6345,"Brussels, Belgium",volunteer+litter+Ontario,0
1.46493E+18,"RT: TheVenusProject: @Roberta66621429 @j_matcob @GandWalter @UN @Davos @RoxMeadows @jacquefresco Well being of humans and the environment we need to survive should be number one 🙂
(Peter tvp volunteer)",2,0,2,11/28/2021 12:02,3346,412,4170,"National Capital Region, Repub",volunteer+litter+Ontario,0
1.46493E+18,"@Roberta66621429 @j_matcob @GandWalter @UN @Davos @RoxMeadows @jacquefresco Well being of humans and the environment we need to survive should be number one 🙂
(Peter tvp volunteer)",2,0,2,11/28/2021 12:00,29937,24,29985,"21 Valley Lane
Venus, Florida ",volunteer+litter+Ontario,0
1.46491E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,16,11/28/2021 11:01,1308,3950,9208,Tyneside - RT ≠ Agreement,volunteer+litter+Ontario,0
1.46491E+18,"Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up also keeps countless gardeners and landscape teams busy.

Time for a rethink (at least in many circumstances)? https://t.co/XjtbVy2kf7",25,8,41,11/28/2021 10:54,3993,1476,6945,Colyton,volunteer+litter+Ontario,0
1.46487E+18,"RT @DrJideOjo: So if you have to blaze that GRE, volunteer in labs, publish that paper, and attend conferences to get into a quality learni…",0,23,46,11/28/2021 8:02,895,1723,4341,"Abuja, Nigeria",volunteer+litter+Ontario,0
1.46477E+18,How one woman escaped the rat race and went off to Africa to volunteer on environmental projects https://t.co/rrg6MpSvbJ #environment #volunteering #Africa,0,0,0,11/28/2021 1:18,13598,14596,42790,South East,volunteer+litter+Ontario,0
1.46476E+18,"Doing work (volunteer or paid) that helps others, paid work that covers bills + a little more, &amp; a respectful work environment may help work be sustainable &amp; fulfilling.",0,0,0,11/28/2021 0:48,742,2,746,,volunteer+litter+Ontario,0
1.46473E+18,"RT: TheVenusProject: @Pjevica @LumpyLouish Yes, Tvp proposes a proactive system/mindset which prioritises people/environment over money/profit.
If you have any questions let me know 🙂
The faqs are very helpful too
(Peter tvp volunteer)
https://t.co/lvyvMZ4M6D",0,0,0,11/27/2021 23:12,3346,412,4170,"National Capital Region, Repub",volunteer+litter+Ontario,0
1.46626E+18,"Save the Date: the spring Mulga Loop Road Litter Cleanup will be March 26, 2022. Help us and many partners keep trash out of Village Creek and Bayview Lake! https://t.co/G6jWGwrdSN",0,0,0,12/2/2021 3:59,12198,12029,36256,Alabama,lake cleanup,0
1.46612E+18,"RT @uspresstracker: LAPD kettled 19 journalists at the homeless encampment cleanup in Echo Park Lake on March 25, charging nine of them. ht…",0,3,6,12/1/2021 18:46,1114,1326,3766,Laniakea Supercluster,lake cleanup,0
1.46611E+18,"RT @CRKeeper: Lake Lanier is a vital part of the Chattahoochee watershed - but it needs our help!

We're hosting a cleanup in Gainesville t…",0,1,2,12/1/2021 18:15,78,213,504,,lake cleanup,0
