id,tweets,likes,retweets,time,followers,friends,location,key_word,inclakeontario
1466118661194850306,"30 Days of Giving 2021, day 6: Students at @sunyoswego take on the initiative of keeping #LakeOntario clean and inviting for people and wildlife. #SUNYGives:  https://t.co/lkHNoBuiZx",7,0,2021-12-01 18:55:02,29269,855,New York,volunteer+litter+Ontario,0
1465380359143661577,I have dogs.  Two BIG Bernese mountain dogs.  And three cats!  Dogs can STINK!  Grace in particular gets a nice sour smell in the summer after swimming in Lake Ontario.  It isn't known to be the https://t.co/5bfrlOlf2z #pets #cleanhouse,1,0,2021-11-29 18:01:17,420,782,"Toronto, Ontario",volunteer+litter+Ontario,0
1465102448255770633,"RT @NewsInOakville: If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the…",0,3,2021-11-28 23:36:58,3226,884,"Oakville, ON, Canada",volunteer+litter+Ontario,0
1465044133282725893,"RT @NewsInOakville: If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the…",0,3,2021-11-28 19:45:15,7916,558,"Oakville, Ontario, Canada",volunteer+litter+Ontario,0
1464997890791809030,"If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the lake when people just throw the trash anywhere?
@Oakvillegreen @JanieFF @MayorRobBurton @henhere @ConservHalton 
#OakvilleNews
https://t.co/tacmpi6qQr",2,3,2021-11-28 16:41:30,7916,558,"Oakville, Ontario, Canada",volunteer+litter+Ontario,0
1463409033507975168,"@SharonM28627721 A Canadians’ perception of canada will be different depending on where you live, but we as people cannot move past this discussion without clean air to breathe or clean water to drink. my mom was able to swim in lake ontario when she was a child- before there was blue algae.",0,0,2021-11-24 07:27:57,296,401,"⚒ ham, ont 🏹",volunteer+litter+Ontario,0
1466163972944633858,"@Hubble_BTerrier We have them down the street at Lake Ontario and ours are very bold. One snatched a dog out of his yard last week. On our walks, Mum always keeps an eye out for garbage cans in case she has to stow us and sit on top! Snacks on a rope, she says! #notnicemum",4,0,2021-12-01 21:55:05,953,638,"Toronto, Ontario",volunteer+litter+Ontario,0
1466090125016936449,Future Environment Designs (#FEDTC) wins the 8th Annual Pro/Am PACNY Fishing Tournament on Lake Ontario https://t.co/I9QaATWuZk,0,0,2021-12-01 17:01:39,1102,2077,"Syosset, New York",volunteer+litter+Ontario,0
1464681922928562178,"RT @WeatherManRed1: Winter Weather Travel advisory, 5-10 cm possible, Environment Canada stated possible lake enhancement and higher amount…",0,2,2021-11-27 19:45:57,783,773,"Dundas, Ontario",volunteer+litter+Ontario,0
1464674652131889152,"Winter Weather Travel advisory, 5-10 cm possible, Environment Canada stated possible lake enhancement and higher amounts due to easterly winds off lake ontario! @IWeatherON Can't wait to see your snow forcast! Go winter! #onstorm",5,2,2021-11-27 19:17:04,37,10,,volunteer+litter+Ontario,0
